title,overview,genres,emotion,link
The Witch: Part 2. The Other One,"A girl wakes up in a huge secret laboratory, then accidentally meets another girl who is trying to protect her house from a gang. The mystery girl overthrows the gang with her unexpected powers, and laboratory staff set out to find her.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/615173
Watchmen,"In a gritty and alternate 1985, the glory days of costumed vigilantes have been brought to a close by a government crackdown. But after one of the masked veterans is brutally murdered, an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so they uncover a sinister plot that puts all of humanity in grave danger.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/13183
2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/62
Prometheus,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/70981
Limitless,The life of an unsuccessful writer is transformed by a top-secret 'smart drug' that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life.,"['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/51876
The Thing,"In the winter of 1982, a twelve-man research team at a remote Antarctic research station discovers an alien buried in the snow for over 100,000 years. Soon unfrozen, the form-changing creature wreaks havoc, creates terror... and becomes one of them.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/1091
A Cure for Wellness,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps but soon suspects that the spa's miraculous treatments are not what they seem.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/340837
Oblivion,"Jack Harper is one of the last few drone repairmen stationed on Earth. Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete. His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft. Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/75612
Twelve Monkeys,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly and the son of a famous virus expert who may hold the key to the Army of the 12 Monkeys; thought to be responsible for unleashing the killer disease.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/63
Contact,"A radio astronomer receives the first extraterrestrial radio signal ever picked up on Earth. As the world powers scramble to decipher the message and decide upon a course of action, she must make some difficult decisions between her beliefs, the truth, and reality.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/686
Tomorrowland,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/158852
Gattaca,"Vincent is an all-too-human man who dares to defy a system obsessed with genetic perfection. He is an ""In-Valid"" who assumes the identity of a member of the genetic elite to pursue his goal of traveling into space with the Gattaca Aerospace Corporation.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/782
Vanilla Sky,"David Aames has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia, his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/1903
Source Code,"When decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, he discovers he's part of a mission to find the bomber of a Chicago commuter train.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/45612
Life,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/395992
Dark City,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/2666
Event Horizon,"In 2047, a group of astronauts are sent to investigate and salvage the starship Event Horizon which disappeared mysteriously seven years before on its maiden voyage. However, it soon becomes evident that something sinister resides in its corridors.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/8413
Watchmen: Chapter II,"Suspicious of the events ensnaring their former colleagues, Nite Owl and Silk Spectre are spurred out of retirement to investigate. As they grapple with personal ethics, inner demons and a society turned against them, they race the clock to uncover a deepening plot that might trigger global nuclear war.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/1299652
Badland Hunters,"After a deadly earthquake turns Seoul into a lawless badland, a fearless huntsman springs into action to rescue a teenager abducted by a mad doctor.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/933131
Don't Worry Darling,"Alice and Jack are lucky to be living in the idealized community of Victory, the experimental company town housing the men who work for the top-secret Victory Project and their families. But when cracks in their idyllic life begin to appear, exposing flashes of something much more sinister lurking beneath the attractive façade, Alice can’t help questioning exactly what they’re doing in Victory, and why.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/619730
Signs,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,"['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/2675
Caddo Lake,"When an 8-year-old girl mysteriously vanishes on Caddo Lake, a series of past deaths and disappearances begin to link together, forever altering a broken family’s history.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/863873
Knowing,A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,"['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/13811
Super 8,"In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/37686
